year,day,no3_leach,n2o_flux,h2o_leach,precip,very_labile_litterC,labile_litterC,resistant_litterC,microbialC,labile_humadsC,resistant_humadsC,humusC,inertC,frozen_doc,wtc_avail,ch4C,soil_ph,soil_temp,wfps,soil_nh3,nh3_vol
 14,  1, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 2.7295,852.6297,38.4495,808.7433,4247.3276,85650.7266, 0.0000, 0.0000,52.7770, 0.0000,15.7000, 7.5182, 0.6976, 0.0000, 0.0355
 14,  2, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 2.7060,852.2789,38.6366,808.4630,4247.2769,85650.7813, 0.0000, 0.0000,51.5418, 0.0000,15.7000, 7.5038, 0.6964, 0.0000, 0.0331
 14,  3, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 2.6827,851.9327,38.8215,808.1834,4247.2256,85650.8203, 0.0000, 0.0000,50.4215, 0.0000,15.7000, 7.4925, 0.6953, 0.0000, 0.0310
 14,  4, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 2.6597,851.5901,39.0047,807.9048,4247.1748,85650.8438, 0.0000, 0.0000,49.4042, 0.0000,15.7000, 7.4747, 0.6942, 0.0000, 0.0292
 14,  5, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 2.6369,851.2533,39.1853,807.6272,4247.1240,85650.8984, 0.0000, 0.0000,48.4763, 0.0000,15.7000, 7.4608, 0.6931, 0.0000, 0.0276
 14,  6, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 2.6143,850.9214,39.3635,807.3505,4247.0742,85650.9375, 0.0000, 0.0000,47.6282, 0.0000,15.7000, 7.4449, 0.6920, 0.0000, 0.0262
 14,  7, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 2.5919,850.5941,39.5397,807.0753,4247.0234,85651.0156, 0.0000, 0.0000,46.8508, 0.0000,15.7000, 7.4325, 0.6909, 0.0000, 0.0250
 14,  8, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 2.5697,850.2721,39.7134,806.8006,4246.9736,85651.0547, 0.0000, 0.0000,46.1357, 0.0000,15.7000, 7.4214, 0.6898, 0.0000, 0.0240
 14,  9, 0.0000, 0.0000, 0.4991, 0.0000, 0.0000, 2.5478,849.9533,39.8855,806.5267,4246.9233,85651.1250, 0.0000, 0.0000,45.4768, 0.0000,15.7000, 7.4123, 0.6888, 0.0000, 0.0231
 14, 10, 0.0000, 0.0000, 0.4974, 0.0000, 0.0000, 2.5261,849.6478,40.0521,806.2532,4246.8735,85651.1563, 0.0000, 0.0000,44.8515, 0.0000,15.7000, 7.4319, 0.6877, 0.0000, 0.0229
 14, 11, 0.0000, 0.0000, 0.4949, 1.0000, 0.0000, 2.5047,849.3431,51.0935,804.2441,4237.6812,85651.2266, 0.0000, 0.0000,44.2701, 0.0000,15.7000, 7.4345, 0.6882, 0.0000, 0.0226
 14, 12, 0.0000, 0.0000, 0.4929, 0.0000, 0.0000, 2.4835,849.0448,51.2522,803.9726,4237.6323,85651.2813, 0.0000, 0.0000,43.7313, 0.0000,15.7000, 7.3989, 0.6872, 0.0000, 0.0219
