year,day,no3_leach,n2o_flux,h2o_leach,precip,very_labile_litterC,labile_litterC,resistant_litterC,microbialC,labile_humadsC,resistant_humadsC,humusC,inertC,frozen_doc,wtc_avail,ch4C,soil_ph,soil_temp,wfps,soil_nh3,nh3_vol
 16,  1, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.9719,1058.6256,36.8249,775.0933,4070.3218,85452.6875, 0.0000, 0.0000,53.9298, 0.0000,15.7000, 7.2055, 0.8184, 0.0000, 0.0185
 16,  2, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.9442,1058.3330,36.9814,774.8802,4070.2834,85452.7344, 0.0000, 0.0000,52.8130, 0.0000,15.7000, 7.1976, 0.8187, 0.0000, 0.0177
 16,  3, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.9166,1058.0438,37.1364,774.6680,4070.2449,85452.7734, 0.0000, 0.0000,51.7851, 0.0000,15.7000, 7.1854, 0.8194, 0.0000, 0.0171
 16,  4, 0.0000, 0.0000, 0.0000, 2.0000, 0.0000, 4.8892,1057.7582,37.2899,774.4561,4070.2063,85452.8125, 0.0000, 0.0000,50.8366, 0.0000,15.7000, 7.1707, 0.8184, 0.0000, 0.0166
 16,  5, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.8621,1057.4761,37.4415,774.2450,4070.1667,85452.8438, 0.0000, 0.0000,49.9617, 0.0000,15.7000, 7.1427, 0.8184, 0.0000, 0.0162
 16,  6, 0.0000, 0.0000, 0.0000, 7.0000, 0.0000, 4.8351,1057.2091,37.5871,774.0342,4070.1292,85452.8906, 0.0000, 0.0000,49.1459, 0.0000,15.7000, 7.1406, 0.8184, 0.0000, 0.0159
 16,  7, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.8084,1056.9446,37.7313,773.8242,4070.0908,85452.9453, 0.0000, 0.0000,48.3870, 0.0000,15.7000, 7.1331, 0.8184, 0.0000, 0.0157
 16,  8, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.7819,1056.6824,37.8745,773.6145,4070.0530,85452.9844, 0.0000, 0.0000,47.6784, 0.0000,15.7000, 7.1249, 0.8190, 0.0000, 0.0155
 16,  9, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.7555,1056.4220,38.0168,773.4052,4070.0137,85453.0391, 0.0000, 0.0000,47.0152, 0.0000,15.7000, 7.1154, 0.8217, 0.0000, 0.0154
 16, 10, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.7294,1056.1637,38.1580,773.1963,4069.9771,85453.1094, 0.0000, 0.0000,46.3937, 0.0000,15.7000, 7.1055, 0.8221, 0.0000, 0.0153
 16, 11, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.7034,1055.9070,38.2984,772.9879,4069.9375,85453.1406, 0.0000, 0.0000,45.8101, 0.0000,15.7000, 7.0964, 0.8262, 0.0000, 0.0153
 16, 12, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.6777,1055.6528,38.4378,772.7797,4069.8999,85453.1797, 0.0000, 0.0000,45.2617, 0.0000,15.7000, 7.0867, 0.8269, 0.0000, 0.0152
 16, 13, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.6522,1055.4019,38.5755,772.5720,4069.8613,85453.2266, 0.0000, 0.0000,44.7456, 0.0000,15.7000, 7.0740, 0.8184, 0.0000, 0.0152
 16, 14, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.6268,1055.1530,38.7123,772.3649,4069.8247,85453.2813, 0.0000, 0.0000,44.2590, 0.0000,15.7000, 7.0669, 0.8184, 0.0000, 0.0151
 16, 15, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.6017,1054.9047,38.8485,772.1579,4069.7866,85453.3281, 0.0000, 0.0000,43.7988, 0.0000,15.7000, 7.0593, 0.8234, 0.0000, 0.0151
 16, 16, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.5766,1054.6527,38.9866,771.9504,4069.7483,85453.3594, 0.0000, 0.0000,43.3581, 0.0000,15.7000, 7.0589, 0.8269, 0.0000, 0.0150
 16, 17, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.5516,1054.3977,39.1255,771.7425,4069.7102,85453.4297, 0.0000, 0.0000,42.9346, 0.0000,15.7000, 7.0578, 0.8258, 0.0000, 0.0150
 16, 18, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.5267,1054.1420,39.2648,771.5342,4069.6721,85453.4922, 0.0000, 0.0000,42.5280, 0.0000,15.7000, 7.0555, 0.8246, 0.0000, 0.0150
 16, 19, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.5020,1053.8844,39.4050,771.3253,4069.6348,85453.5391, 0.0000, 0.0000,42.1354, 0.0000,15.7000, 7.0568, 0.8235, 0.0000, 0.0150
 16, 20, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.4773,1053.6237,39.5462,771.1160,4069.5959,85453.5781, 0.0000, 0.0000,41.7541, 0.0000,15.7000, 7.0617, 0.8224, 0.0000, 0.0151
 16, 21, 0.0000, 0.0000, 0.5130, 0.0000, 0.0000, 4.4528,1053.3635,39.6870,770.9066,4069.5581,85453.6094, 0.0000, 0.0000,41.3883, 0.0000,15.7000, 7.0569, 0.8212, 0.0000, 0.0151
 16, 22, 0.0000, 0.0000, 0.5067, 0.0000, 0.0000, 4.4286,1053.1067,39.8265,770.6974,4069.5205,85453.6641, 0.0000, 0.0000,41.0381, 0.0000,15.7000, 7.0431, 0.8201, 0.0000, 0.0150
 16, 23, 0.0000, 0.0000, 0.5004, 0.0000, 0.0000, 4.4044,1052.8470,39.9671,770.4879,4069.4824,85453.7188, 0.0000, 0.0000,40.6965, 0.0000,15.7000, 7.0532, 0.8191, 0.0000, 0.0151
 16, 24, 0.0000, 0.0000, 0.4938, 0.0000, 0.0000, 4.3801,1052.5619,40.1184,770.2742,4069.4421,85453.7500, 0.0000, 0.0000,40.3168, 0.0000,15.7000, 7.1475, 0.8180, 0.0000, 0.0158
 16, 25, 0.0000, 0.0000, 0.4866, 2.0000, 0.0000, 4.3554,1052.2371,48.9633,768.6738,4062.1050,85453.8125, 0.0000, 0.0000,39.9056, 0.0000,15.7000, 7.2345, 0.8202, 0.0000, 0.0167
 16, 26, 0.0000, 0.0000, 0.4796, 0.0000, 0.0000, 4.3310,1051.9176,49.1258,768.4551,4062.0659,85453.8594, 0.0000, 0.0000,39.5176, 0.0000,15.7000, 7.2249, 0.8191, 0.0000, 0.0167
 16, 27, 0.0000, 0.0000, 0.4719, 0.0000, 0.0000, 4.3063,1051.5492,49.3088,768.2290,4062.0264,85453.8828, 0.0000, 0.0000,39.0780, 0.0000,15.7000, 7.4246, 0.8181, 0.0000, 0.0183
 16, 28, 0.0000, 0.0000, 0.4642, 0.0000, 0.0000, 4.2820,1051.1863,49.4894,768.0033,4061.9851,85453.8906, 0.0000, 0.0000,38.6659, 0.0000,15.7000, 7.4195, 0.8171, 0.0000, 0.0183
 16, 29, 0.0000, 0.0000, 0.4562, 0.0000, 0.0000, 4.2580,1050.8306,49.6668,767.7781,4061.9451,85453.9063, 0.0000, 0.0000,38.2815, 0.0000,15.7000, 7.4046, 0.8161, 0.0000, 0.0182
