year,day,no3_leach,n2o_flux,h2o_leach,precip,very_labile_litterC,labile_litterC,resistant_litterC,microbialC,labile_humadsC,resistant_humadsC,humusC,inertC,frozen_doc,wtc_avail,ch4C,soil_ph,soil_temp,wfps,soil_nh3,nh3_vol
 15,  1, 0.0000, 0.0000, 0.0000, 4.0000, 0.0000, 4.1090,1014.9365,37.5240,789.4964,4146.0615,85549.1875, 0.0000, 0.0000,55.6964, 0.0000,15.7000, 7.2441, 0.8015, 0.0000, 0.0233
 15,  2, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.0779,1014.6084,37.6994,789.2591,4146.0195,85549.2188, 0.0000, 0.0000,54.4906, 0.0000,15.7000, 7.2246, 0.8015, 0.0000, 0.0221
 15,  3, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.0471,1014.2833,37.8732,789.0223,4145.9756,85549.2734, 0.0000, 0.0000,53.3965, 0.0000,15.7000, 7.2091, 0.8015, 0.0000, 0.0211
 15,  4, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 4.0167,1013.9665,38.0434,788.7869,4145.9326,85549.2891, 0.0000, 0.0000,52.3990, 0.0000,15.7000, 7.2125, 0.8020, 0.0000, 0.0203
 15,  5, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.9866,1013.6522,38.2122,788.5522,4145.8906,85549.3438, 0.0000, 0.0000,51.4914, 0.0000,15.7000, 7.1793, 0.8003, 0.0000, 0.0194
 15,  6, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.9568,1013.3416,38.3794,788.3182,4145.8472,85549.3828, 0.0000, 0.0000,50.6625, 0.0000,15.7000, 7.1368, 0.8003, 0.0000, 0.0187
 15,  7, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.9273,1013.0370,38.5438,788.0848,4145.8052,85549.4297, 0.0000, 0.0000,49.9047, 0.0000,15.7000, 7.1060, 0.8003, 0.0000, 0.0179
 15,  8, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.8981,1012.7477,38.7017,787.8520,4145.7627,85549.5000, 0.0000, 0.0000,49.2043, 0.0000,15.7000, 7.0912, 0.8003, 0.0000, 0.0174
 15,  9, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.8691,1012.4628,38.8577,787.6201,4145.7207,85549.5313, 0.0000, 0.0000,48.5601, 0.0000,15.7000, 7.0744, 0.8003, 0.0000, 0.0170
 15, 10, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.8404,1012.1806,39.0124,787.3885,4145.6782,85549.5859, 0.0000, 0.0000,47.9646, 0.0000,15.7000, 7.0722, 0.8003, 0.0000, 0.0168
 15, 11, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.8120,1011.9011,39.1657,787.1577,4145.6362,85549.6406, 0.0000, 0.0000,47.4110, 0.0000,15.7000, 7.0694, 0.8003, 0.0000, 0.0167
 15, 12, 0.0000, 0.0000, 0.5791, 0.0000, 0.0000, 3.7839,1011.6235,39.3181,786.9272,4145.5933,85549.6797, 0.0000, 0.0000,46.8613, 0.0000,15.7000, 7.1266, 0.8008, 0.0000, 0.0169
 15, 13, 0.0000, 0.0000, 0.5770, 0.0000, 0.0000, 3.7561,1011.3419,39.4718,786.6969,4145.5518,85549.7266, 0.0000, 0.0000,46.2922, 0.0000,15.7000, 7.1999, 0.7995, 0.0000, 0.0175
 15, 14, 0.0000, 0.0000, 0.5760, 0.0000, 0.0000, 3.7288,1011.0648,39.6235,786.4673,4145.5093,85549.8125, 0.0000, 0.0000,45.7554, 0.0000,15.7000, 7.1998, 0.7983, 0.0000, 0.0176
 15, 15, 0.0000, 0.0000, 0.5752, 0.0000, 0.0000, 3.7019,1010.7946,39.7718,786.2394,4145.4688,85549.8594, 0.0000, 0.0000,45.2939, 0.0000,15.7000, 7.1213, 0.7970, 0.0000, 0.0172
 15, 16, 0.0000, 0.0000, 0.5737, 0.0000, 0.0000, 3.6755,1010.5280,39.9184,786.0128,4145.4268,85549.8906, 0.0000, 0.0000,44.8541, 0.0000,15.7000, 7.1285, 0.7958, 0.0000, 0.0172
 15, 17, 0.0000, 0.0000, 0.0000, 5.0000, 0.0000, 3.6496,1010.2652,40.0631,785.7866,4145.3857,85549.9219, 0.0000, 0.0000,44.4492, 0.0000,15.7000, 7.1090, 0.7946, 0.0000, 0.0171
 15, 18, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.6242,1010.0074,40.2054,785.5618,4145.3447,85549.9844, 0.0000, 0.0000,44.0761, 0.0000,15.7000, 7.0967, 0.7933, 0.0000, 0.0170
 15, 19, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.5992,1009.7526,40.3461,785.3379,4145.3042,85550.0625, 0.0000, 0.0000,43.7259, 0.0000,15.7000, 7.0897, 0.7921, 0.0000, 0.0169
 15, 20, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.5748,1009.5021,40.4847,785.1153,4145.2632,85550.0859, 0.0000, 0.0000,43.3893, 0.0000,15.7000, 7.0945, 0.7908, 0.0000, 0.0170
 15, 21, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.5509,1009.2567,40.6209,784.8941,4145.2231,85550.1406, 0.0000, 0.0000,43.0859, 0.0000,15.7000, 7.0606, 0.7896, 0.0000, 0.0168
 15, 22, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 3.5272,1009.0149,40.7554,784.6733,4145.1821,85550.1875, 0.0000, 0.0000,42.8044, 0.0000,15.7000, 6.9992, 0.7882, 0.0000, 0.0166
