year,day,no3_leach,n2o_flux,h2o_leach,precip,very_labile_litterC,labile_litterC,resistant_litterC,microbialC,labile_humadsC,resistant_humadsC,humusC,inertC,frozen_doc,wtc_avail,ch4C,soil_ph,soil_temp,wfps,soil_nh3,nh3_vol
 15,  1, 0.0000, 0.0000, 0.0000, 4.0000, 0.0000,50.1167,5789.1182,50.4845,1060.6785,5570.2158,72504.8281, 0.0000, 0.0000,127.0846, 0.0000, 6.7000, 4.3967, 0.5060, 0.0000, 0.0013
 15,  2, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49.9555,5788.6670,50.7800,1060.3629,5570.1553,72504.9375, 0.0000, 0.0000,126.0532, 0.0000, 6.7000, 4.3219, 0.5073, 0.0000, 0.0013
 15,  3, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49.8055,5788.2324,51.0623,1060.0581,5570.0981,72505.0391, 0.0000, 0.0000,125.1555, 0.0000, 6.7000, 4.2807, 0.5073, 0.0000, 0.0013
 15,  4, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49.6624,5787.7451,51.3646,1059.7482,5570.0386,72505.1406, 0.0000, 0.0000,124.0876, 0.0000, 6.7000, 4.3300, 0.5162, 0.0000, 0.0013
 15,  5, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49.5232,5787.2988,51.6468,1059.4500,5569.9834,72505.2344, 0.0000, 0.0000,123.2259, 0.0000, 6.7000, 4.1782, 0.5073, 0.0000, 0.0013
 15,  6, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49.3902,5786.9292,51.8918,1059.1722,5569.9307,72505.3203, 0.0000, 0.0000,122.6438, 0.0000, 6.7000, 4.0073, 0.4936, 0.0000, 0.0013
 15,  7, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49.2671,5786.6172,52.1073,1058.9120,5569.8813,72505.4141, 0.0000, 0.0000,122.2708, 0.0000, 6.7000, 3.9035, 0.4936, 0.0000, 0.0012
 15,  8, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49.1552,5786.3481,52.2990,1058.6664,5569.8340,72505.4922, 0.0000, 0.0000,122.0387, 0.0000, 6.7000, 3.8740, 0.4936, 0.0000, 0.0012
 15,  9, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,49.0525,5786.1045,52.4749,1058.4314,5569.7905,72505.5547, 0.0000, 0.0000,121.8837, 0.0000, 6.7000, 3.8132, 0.4936, 0.0000, 0.0012
 15, 10, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,48.9566,5785.8696,52.6438,1058.2026,5569.7456,72505.6484, 0.0000, 0.0000,121.7435, 0.0000, 6.7000, 3.8330, 0.4936, 0.0000, 0.0012
