year,day,no3_leach,n2o_flux,h2o_leach,precip,very_labile_litterC,labile_litterC,resistant_litterC,microbialC,labile_humadsC,resistant_humadsC,humusC,inertC,frozen_doc,wtc_avail,ch4C,soil_ph,soil_temp,wfps,soil_nh3,nh3_vol
 13,  1, 0.0538, 0.0000, 0.3074, 0.0000, 0.0000,75.5768,7173.3042,52.0792,1082.7897,5687.1860,72287.2891, 0.0000, 0.0000,116.7525, 0.0000, 6.7000, 6.7568, 0.4490, 0.0000, 0.0032
 13,  2, 0.0536, 0.0000, 0.3063, 0.0000, 0.0000,75.4498,7172.0059,52.7197,1082.3571,5687.1040,72287.4219, 0.0000, 0.0000,113.2527, 0.0000, 6.7000, 6.5583, 0.4474, 0.0000, 0.0032
 13,  3, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,75.3454,7171.0732,53.1954,1081.9806,5687.0317,72287.5313, 0.0000, 0.0000,111.0501, 0.0000, 6.7000, 6.3811, 0.4304, 0.0000, 0.0032
 13,  4, 0.0534, 0.0000, 0.3050, 0.0000, 0.0000,75.2211,7169.8359,53.8083,1081.5602,5686.9521,72287.6641, 0.0000, 0.0000,108.0123, 0.0000, 6.7000, 6.4229, 0.4456, 0.0000, 0.0032
 13,  5, 0.0531, 0.0000, 0.3033, 0.0000, 0.0000,75.0494,7167.7212,54.8127,1081.0066,5686.8486,72287.7656, 0.0000, 0.0000,102.4118, 0.0000, 6.7000, 6.8844, 0.4437, 0.0000, 0.0032
 13,  6, 0.0527, 0.0000, 0.3014, 0.0000, 0.0000,74.8176,7154.5112,57.2099,1080.2968,5686.7144,72287.8594, 0.0000, 0.0000,95.4892, 0.0000, 6.7000, 8.3006, 0.4420, 0.0000, 0.0043
 13,  7, 0.0523, 0.0000, 0.2992, 0.0000, 0.0000,74.6008,7151.8394,58.4734,1079.6206,5686.5874,72287.9844, 0.0000, 0.0000,90.0892, 0.0000, 6.7000, 8.2149, 0.4405, 0.0000, 0.0043
 13,  8, 0.0518, 0.0000, 0.2967, 0.0000, 0.0000,74.4000,7149.4551,59.6079,1078.9888,5686.4683,72288.1172, 0.0000, 0.0000,86.0182, 0.0000, 6.7000, 8.0607, 0.4394, 0.0000, 0.0042
 13,  9, 0.0513, 0.0000, 0.2939, 0.0000, 0.0000,74.2021,7147.1719,60.6983,1078.3737,5686.3516,72288.2422, 0.0000, 0.0000,82.5310, 0.0000, 6.7000, 8.0055, 0.4381, 0.0000, 0.0042
 13, 10, 0.0508, 0.0000, 0.2908, 0.0000, 0.0000,74.0006,7144.8408,61.8092,1077.7528,5686.2334,72288.3594, 0.0000, 0.0000,79.2540, 0.0000, 6.7000, 8.0474, 0.4369, 0.0000, 0.0042
 13, 11, 0.0502, 0.0000, 0.2875, 0.0000, 0.0000,73.7957,7142.4575,62.9436,1077.1246,5686.1147,72288.4844, 0.0000, 0.0000,76.2149, 0.0000, 6.7000, 8.1032, 0.4358, 0.0000, 0.0042
 13, 12, 0.0496, 0.0000, 0.2840, 0.0000, 0.0000,73.6119,7140.5273,63.8772,1076.5664,5686.0093,72288.6250, 0.0000, 0.0000,74.3184, 0.0000, 6.7000, 7.7703, 0.4347, 0.0000, 0.0042
 13, 13, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,73.4504,7139.1270,64.5760,1076.0919,5685.9204,72288.7734, 0.0000, 0.0000,73.2909, 0.0000, 6.7000, 7.3162, 0.4288, 0.0000, 0.0041
 13, 14, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000,73.2992,7137.9043,65.1968,1075.6461,5685.8350,72288.8984, 0.0000, 0.0000,72.4942, 0.0000, 6.7000, 7.2282, 0.4288, 0.0000, 0.0041
 13, 15, 0.0489, 0.0000, 0.2803, 0.0000, 0.0000,73.1449,7136.5923,65.8547,1075.1891,5685.7485,72289.0234, 0.0000, 0.0000,71.5536, 0.0000, 6.7000, 7.2613, 0.4336, 0.0000, 0.0041
 13, 16, 0.0482, 0.0000, 0.2764, 0.0000, 0.0000,72.9846,7135.1226,66.5808,1074.7111,5685.6602,72289.1875, 0.0000, 0.0000,70.3698, 0.0000, 6.7000, 7.3438, 0.4325, 0.0000, 0.0040
 13, 17, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,72.8416,7133.9365,67.1801,1074.2771,5685.5757,72289.3047, 0.0000, 0.0000,69.7270, 0.0000, 6.7000, 7.0673, 0.4277, 0.0000, 0.0039
 13, 18, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,72.7087,7133.0313,67.6559,1073.8896,5685.5034,72289.4141, 0.0000, 0.0000,69.3452, 0.0000, 6.7000, 6.7414, 0.4183, 0.0000, 0.0038
 13, 19, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,72.5855,7132.2866,68.0597,1073.5300,5685.4336,72289.5391, 0.0000, 0.0000,69.0741, 0.0000, 6.7000, 6.5289, 0.4183, 0.0000, 0.0038
 13, 20, 0.0000, 0.0000, 0.0000, 6.0000, 0.0000,72.4712,7131.5767,68.4444,1073.1777,5685.3672,72289.6484, 0.0000, 0.0000,68.8378, 0.0000, 6.7000, 6.6048, 0.4275, 0.0000, 0.0037
 13, 21, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,72.3624,7130.8569,68.8305,1072.8273,5685.3013,72289.7578, 0.0000, 0.0000,68.5954, 0.0000, 6.7000, 6.5470, 0.4277, 0.0000, 0.0036
 13, 22, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,72.2574,7130.1177,69.2225,1072.4756,5685.2339,72289.8750, 0.0000, 0.0000,68.3342, 0.0000, 6.7000, 6.5220, 0.4277, 0.0000, 0.0035
 13, 23, 0.0000, 0.0000, 0.0000, 3.0000, 0.0000,72.1504,7129.3496,69.6279,1072.1228,5685.1665,72289.9844, 0.0000, 0.0000,68.0558, 0.0000, 6.7000, 6.4842, 0.4315, 0.0000, 0.0035
 13, 24, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,72.0427,7128.5879,70.0295,1071.7739,5685.0986,72290.1094, 0.0000, 0.0000,67.8059, 0.0000, 6.7000, 6.4239, 0.4305, 0.0000, 0.0034
 13, 25, 0.0000, 0.0000, 0.0000, 3.0000, 0.0000,71.9334,7127.8257,70.4318,1071.4272,5685.0347,72290.2188, 0.0000, 0.0000,67.5518, 0.0000, 6.7000, 6.3785, 0.4294, 0.0000, 0.0033
 13, 26, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,71.8225,7127.0610,70.8356,1071.0833,5684.9678,72290.3125, 0.0000, 0.0000,67.2895, 0.0000, 6.7000, 6.3387, 0.4285, 0.0000, 0.0032
 13, 27, 0.0000, 0.0000, 0.0000, 2.0000, 0.0000,71.7102,7126.2993,71.2379,1070.7419,5684.9033,72290.4219, 0.0000, 0.0000,67.0341, 0.0000, 6.7000, 6.2942, 0.4275, 0.0000, 0.0032
 13, 28, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,71.5968,7125.5488,71.6352,1070.4049,5684.8384,72290.5313, 0.0000, 0.0000,66.7961, 0.0000, 6.7000, 6.2448, 0.4265, 0.0000, 0.0031
 13, 29, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,71.4825,7124.8140,72.0263,1070.0725,5684.7764,72290.6406, 0.0000, 0.0000,66.5755, 0.0000, 6.7000, 6.1949, 0.4256, 0.0000, 0.0031
 13, 30, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,71.3672,7124.0845,72.4151,1069.7428,5684.7119,72290.7344, 0.0000, 0.0000,66.3475, 0.0000, 6.7000, 6.1605, 0.4247, 0.0000, 0.0030
 13, 31, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,71.2503,7121.2075,73.0222,1069.4137,5684.6489,72290.8594, 0.0000, 0.0000,66.0864, 0.0000, 6.7000, 6.1483, 0.4237, 0.0000, 0.0030
 13, 32, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,71.1324,7120.4746,73.4126,1069.0873,5684.5864,72290.9609, 0.0000, 0.0000,65.8378, 0.0000, 6.7000, 6.1102, 0.4229, 0.0000, 0.0029
 13, 33, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,71.0135,7119.7471,73.8008,1068.7639,5684.5244,72291.0547, 0.0000, 0.0000,65.5880, 0.0000, 6.7000, 6.0819, 0.4220, 0.0000, 0.0029
 13, 34, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,70.8936,7119.0239,74.1873,1068.4424,5684.4634,72291.1563, 0.0000, 0.0000,65.3327, 0.0000, 6.7000, 6.0591, 0.4211, 0.0000, 0.0029
 13, 35, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000,70.7717,7118.3003,68.6577,1069.0686,5689.3726,72291.2578, 0.0000, 0.0000,65.0933, 0.0000, 6.7000, 5.9955, 0.4239, 0.0000, 0.0028
 13, 36, 0.0370, 0.0000, 0.2132, 0.0000, 0.0000,70.6504,7117.6011,69.0336,1068.7540,5689.3125,72291.3594, 0.0000, 0.0000,64.8749, 0.0000, 6.7000, 5.9486, 0.4231, 0.0000, 0.0028
 13, 37, 0.0363, 0.0000, 0.2090, 0.0000, 0.0000,70.5308,7116.9351,69.3941,1068.4460,5689.2539,72291.4609, 0.0000, 0.0000,64.6865, 0.0000, 6.7000, 5.8901, 0.4223, 0.0000, 0.0028
 13, 38, 0.0356, 0.0000, 0.2051, 0.0000, 0.0000,70.4096,7116.2358,69.7698,1068.1345,5689.1948,72291.5625, 0.0000, 0.0000,64.3889, 0.0000, 6.7000, 5.9205, 0.4215, 0.0000, 0.0027
 13, 39, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,70.2939,7115.6279,70.1034,1067.8385,5689.1392,72291.6563, 0.0000, 0.0000,64.2688, 0.0000, 6.7000, 5.7350, 0.4176, 0.0000, 0.0027
 13, 40, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,70.1820,7115.0889,70.4066,1067.5546,5689.0825,72291.7422, 0.0000, 0.0000,64.1998, 0.0000, 6.7000, 5.6116, 0.4132, 0.0000, 0.0027
 13, 41, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,70.0753,7114.5962,70.6882,1067.2795,5689.0308,72291.8281, 0.0000, 0.0000,64.1489, 0.0000, 6.7000, 5.5309, 0.4132, 0.0000, 0.0026
 13, 42, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.9751,7114.1851,70.9309,1067.0197,5688.9814,72291.9141, 0.0000, 0.0000,64.1267, 0.0000, 6.7000, 5.1882, 0.4070, 0.0000, 0.0026
 13, 43, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.8848,7113.8579,71.1348,1066.7745,5688.9336,72292.0078, 0.0000, 0.0000,64.1257, 0.0000, 6.7000, 4.9690, 0.4070, 0.0000, 0.0026
 13, 44, 0.0000, 0.0000, 0.0000, 8.0000, 0.0000,69.8006,7113.5005,71.3487,1066.5266,5688.8862,72292.0859, 0.0000, 0.0000,64.1110, 0.0000, 6.7000, 5.3558, 0.4134, 0.0000, 0.0025
 13, 45, 0.0000, 0.0000, 0.0000, 4.0000, 0.0000,69.7169,7113.1064,71.5775,1066.2747,5688.8384,72292.1563, 0.0000, 0.0000,64.0763, 0.0000, 6.7000, 5.3459, 0.4176, 0.0000, 0.0025
 13, 46, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.6318,7112.6865,71.8173,1066.0209,5688.7900,72292.2500, 0.0000, 0.0000,64.0217, 0.0000, 6.7000, 5.3314, 0.4207, 0.0000, 0.0024
 13, 47, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.5456,7112.2539,72.0628,1065.7664,5688.7412,72292.3359, 0.0000, 0.0000,63.9459, 0.0000, 6.7000, 5.3146, 0.4199, 0.0000, 0.0024
 13, 48, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.4588,7111.8145,72.3108,1065.5123,5688.6904,72292.4219, 0.0000, 0.0000,63.8602, 0.0000, 6.7000, 5.2926, 0.4192, 0.0000, 0.0024
 13, 49, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.3718,7111.3799,72.5577,1065.2599,5688.6436,72292.5000, 0.0000, 0.0000,63.7749, 0.0000, 6.7000, 5.2638, 0.4185, 0.0000, 0.0023
 13, 50, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.2851,7110.9463,72.8029,1065.0095,5688.5938,72292.5781, 0.0000, 0.0000,63.6864, 0.0000, 6.7000, 5.2368, 0.4177, 0.0000, 0.0023
 13, 51, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.1986,7110.5146,73.0470,1064.7603,5688.5459,72292.6563, 0.0000, 0.0000,63.5851, 0.0000, 6.7000, 5.2176, 0.4170, 0.0000, 0.0023
 13, 52, 0.0000, 0.0000, 0.0000, 8.0000, 0.0000,69.1039,7109.9546,68.5659,1065.2484,5692.5229,72292.7500, 0.0000, 0.0000,63.4481, 0.0000, 6.7000, 5.1951, 0.4449, 0.0000, 0.0023
 13, 53, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,69.0067,7109.3477,68.8891,1064.9746,5692.4688,72292.8438, 0.0000, 0.0000,63.2698, 0.0000, 6.7000, 5.1840, 0.4442, 0.0000, 0.0022
 13, 54, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,68.9047,7108.6641,69.2466,1064.6908,5692.4155,72292.9219, 0.0000, 0.0000,63.0152, 0.0000, 6.7000, 5.1901, 0.4435, 0.0000, 0.0022
