year,day,no3_leach,h2o_leach,precip,soil_ph,soil_temp,wfps,soil_nh3,nh3_vol
13,1,0,0.24,0,7.9,6.91,0.61,0,0.12
13,2,0,0.24,0,7.9,6.69,0.61,0,0.12
13,3,0,0,0,7.9,6.5,0.59,0,0.12
13,4,0,0.24,0,7.9,6.6,0.61,0,0.12
13,5,0,0.24,0,7.9,7.26,0.6,0,0.13
13,6,0,0.24,0,7.9,9.14,0.6,0,0.19
13,7,0,0.23,0,7.9,9.01,0.6,0,0.19
13,8,0,0.23,0,7.9,8.81,0.6,0,0.19
13,9,0,0.23,0,7.9,8.74,0.6,0,0.19
13,10,0,0.23,0,7.9,8.79,0.6,0,0.19
13,11,0,0.23,0,7.9,8.84,0.6,0,0.19
13,12,0,0.22,0,7.9,8.43,0.6,0,0.18
13,13,0,0,0,7.9,7.91,0.58,0,0.18
13,14,0,0,1,7.9,7.87,0.59,0,0.18
13,15,0,0.22,0,7.9,7.91,0.59,0,0.17
13,16,0,0.22,0,7.9,8.02,0.59,0,0.17
13,17,0,0,0,7.9,7.69,0.59,0,0.16
13,18,0,0,0,7.9,7.33,0.58,0,0.16
13,19,0,0,0,7.9,7.12,0.57,0,0.15
13,20,0,0,6,7.9,7.23,0.58,0,0.15
13,21,0,0,0,7.9,7.17,0.59,0,0.14
13,22,0,0,0,7.9,7.14,0.59,0,0.14
13,23,0,0,3,7.9,7.11,0.59,0,0.13
13,24,0,0,0,7.9,7.05,0.59,0,0.13
13,25,0,0,3,7.9,7,0.59,0,0.13
13,26,0,0,0,7.9,6.96,0.59,0,0.12
13,27,0,0,2,7.9,6.91,0.59,0,0.12
13,28,0,0,0,7.9,6.86,0.59,0,0.12
13,29,0,0,0,7.9,6.81,0.59,0,0.11
13,30,0,0,0,7.9,6.78,0.59,0,0.11
13,31,0,0,0,7.9,6.76,0.59,0,0.11
13,32,0,0,0,7.9,6.72,0.59,0,0.11
13,33,0,0,0,7.9,6.69,0.58,0,0.11
13,34,0,0,0,7.9,6.67,0.58,0,0.1
13,35,0,0,1,7.9,6.6,0.59,0,0.1
13,36,0,0.17,0,7.9,6.55,0.59,0,0.1
13,37,0,0.16,0,7.9,6.49,0.58,0,0.1
13,38,0,0.16,0,7.9,6.54,0.58,0,0.1
13,39,0,0,0,7.9,6.32,0.58,0,0.1
13,40,0,0,0,7.9,6.19,0.58,0,0.1
13,41,0,0,0,7.9,6.11,0.58,0,0.09
13,42,0,0,0,7.9,5.72,0.57,0,0.09
13,43,0,0,0,7.9,5.51,0.56,0,0.09
13,44,0,0,8,7.9,5.93,0.58,0,0.09
13,45,0,0,4,7.9,5.92,0.58,0,0.09
13,46,0,0,0,7.9,5.91,0.58,0,0.08
13,47,0,0,0,7.9,5.89,0.58,0,0.08
13,48,0,0,0,7.9,5.87,0.58,0,0.08
13,49,0,0,0,7.9,5.85,0.58,0,0.08
13,50,0,0,0,7.9,5.82,0.58,0,0.08
13,51,0,0,0,7.9,5.8,0.58,0,0.08
13,52,0,0,8,7.9,5.78,0.61,0,0.08
13,53,0,0,0,7.9,5.77,0.61,0,0.08
13,54,0,0,0,7.9,5.77,0.61,0,0.08
13,55,0,0,9,7.9,5.71,0.61,0,0.08
13,56,0,0,0,7.9,5.66,0.6,0,0.07
13,57,0,0,0,7.9,5.63,0.6,0,0.07
13,58,0,0,0,7.9,5.6,0.6,0,0.07
13,59,0,0,14,7.9,5.58,0.6,0,0.07
13,60,0,0,15,7.9,5.56,0.65,0,0.07
13,61,0,0,2,7.9,5.53,0.65,0,0.07
13,62,0,0,0,7.9,5.5,0.65,0,0.07
13,63,0,0,0,7.9,5.48,0.65,0,0.07
13,64,0,0,0,7.9,5.45,0.65,0,0.07
13,65,0,0,0,7.9,5.42,0.65,0,0.07
13,66,0,0,0,7.9,5.41,0.65,0,0.07
13,67,0,0,0,7.9,5.4,0.65,0,0.07
13,68,0,0,0,7.9,5.36,0.65,0,0.07
13,69,0,0,0,7.9,5.34,0.65,0,0.07
13,70,0,0,0,7.9,5.34,0.65,0,0.07
13,71,0,0.14,0,7.9,5.6,0.65,0,0.07
13,72,0,0.14,6,7.9,8.41,0.66,0,0.16
13,73,0,0.14,0,7.9,11.22,0.65,0,0.24
13,74,0,0.14,0,7.9,11.5,0.65,0,0.24
13,75,0,0.14,0,7.9,11.67,0.64,0,0.24
13,76,0,0.15,0,7.9,11.87,0.64,0,0.24
13,77,0,0.15,0,7.9,12.14,0.63,0,0.24
13,78,0,0.15,0,7.9,12.45,0.63,0,0.24
13,79,0,0.15,0,7.9,12.69,0.63,0,0.25
13,80,0,0.15,2,7.9,12.66,0.63,0,0.25
13,81,0,0.15,5,7.9,12.37,0.64,0,0.26
13,82,0,0.16,2,7.9,12.35,0.64,0,0.26
13,83,0,0.16,3,7.9,12.3,0.65,0,0.27
13,84,0,0.16,0,7.9,12.39,0.64,0,0.27
13,85,0,0.16,0,7.9,12.55,0.64,0,0.27
13,86,0,0.16,0,7.9,12.6,0.63,0,0.28
13,87,0,0.16,0,7.9,12.78,0.63,0,0.28
13,88,0,0.16,0,7.9,12.83,0.63,0,0.28
13,89,0,0.17,0,7.9,12.87,0.63,0,0.28
13,90,0,0.17,8,7.9,12.87,0.65,0,0.29
13,91,0,0.17,0,7.9,13.03,0.64,0,0.29
13,92,0,0.17,0,7.9,13.34,0.64,0,0.29
13,93,0,0.17,0,7.9,13.62,0.63,0,0.29
13,94,0,0.17,0,7.9,13.66,0.63,0,0.3
13,95,0,0.18,0,7.9,13.38,0.63,0,0.31
13,96,0,0.18,0,7.9,13.16,0.63,0,0.31
13,97,0,0.18,0,7.9,13.07,0.63,0,0.32
13,98,0,0.18,0,7.9,13.04,0.63,0,0.32
13,99,0,0.18,0,7.9,12.57,0.63,0,0.3
13,100,0,0.19,0,7.9,12.62,0.62,0,3.65
