year,day,no3_leach,h2o_leach,precip,soil_ph,soil_temp,wfps,soil_nh3,nh3_vol
14,1,0,0,0,7.9,6.27,0.54,0,0.08
14,2,0,0,0,7.9,6.21,0.54,0,0.08
14,3,0,0,0,7.9,6.16,0.54,0,0.07
14,4,0,0,0,7.9,6.08,0.54,0,0.07
14,5,0,0,0,7.9,6.02,0.54,0,0.07
14,6,0,0,0,7.9,5.95,0.54,0,0.07
14,7,0,0,0,7.9,5.89,0.54,0,0.07
14,8,0,0,0,7.9,5.84,0.54,0,0.06
14,9,0,0,0,7.9,5.8,0.54,0,0.06
14,10,0.01,0.28,0,7.9,5.88,0.56,0,0.06
14,11,0.01,0.28,1,7.9,5.88,0.56,0,0.06
14,12,0,0,0,7.9,5.73,0.54,0,0.06
14,13,0,0,0,7.9,5.24,0.5,0,0.06
14,14,0,0,0,7.9,4.96,0.47,0,0.06
14,15,0,0,0,7.9,4.92,0.47,0,0.06
14,16,0,0,0,7.9,5.16,0.47,0,0.05
14,17,0.01,0.28,0,7.9,5.52,0.55,0,0.05
14,18,0.01,0.28,0,7.9,5.6,0.55,0,0.05
14,19,0.01,0.28,0,7.9,6.63,0.54,0,0.07
14,20,0.01,0.27,0,7.9,6.34,0.54,0,0.07
14,21,0,0,2,7.9,6.02,0.53,0,0.07
14,22,0,0,0,7.9,5.82,0.51,0,0.07
14,23,0,0,0,7.9,5.69,0.51,0,0.07
14,24,0,0,0,7.9,5.52,0.51,0,0.07
14,25,0,0,0,7.9,5.32,0.5,0,0.06
14,26,0,0,0,7.9,5.29,0.5,0,0.06
14,27,0,0,4,7.9,5.4,0.53,0,0.06
14,28,0,0,3,7.9,5.39,0.55,0,0.06
14,29,0,0,0,7.9,5.36,0.55,0,0.06
14,30,0,0,0,7.9,5.3,0.55,0,0.05
14,31,0,0,0,7.9,5.06,0.51,0,0.05
14,32,0,0,0,7.9,4.73,0.5,0,0.05
14,33,0,0,0,7.9,4.69,0.47,0,0.05
14,34,0,0,0,7.9,4.86,0.48,0,0.05
14,35,0.01,0.27,0,7.9,5.09,0.54,0,0.05
14,36,0,0,0,7.9,4.97,0.53,0,0.05
14,37,0.01,0.27,0,7.9,5.25,0.54,0,0.05
14,38,0.01,0.27,0,7.9,5.39,0.54,0,0.05
14,39,0,0,0,7.9,5.16,0.53,0,0.05
14,40,0.01,0.27,0,7.9,5.15,0.54,0,0.05
14,41,0.01,0.27,4,7.9,5.79,0.55,0,0.05
14,42,0.01,0.26,0,7.9,5.66,0.54,0,0.05
14,43,0,0,0,7.9,5.41,0.53,0,0.05
14,44,0.01,0.26,0,7.9,5.49,0.54,0,0.05
14,45,0.01,0.26,0,7.9,5.66,0.54,0,0.05
14,46,0.01,0.26,0,7.9,5.41,0.53,0,0.05
14,47,0,0,0,7.9,5.12,0.51,0,0.05
14,48,0,0,0,7.9,5.16,0.53,0,0.05
14,49,0.01,0.26,0,7.9,5.55,0.53,0,0.05
14,50,0,0,0,7.9,5.2,0.52,0,0.05
14,51,0,0,0,7.9,4.72,0.5,0,0.05
14,52,0,0,0,7.9,4.51,0.5,0,0.05
14,53,0,0,14,7.9,4.84,0.51,0,0.05
14,54,0,0,0,7.9,4.82,0.52,0,0.05
14,55,0,0,0,7.9,4.79,0.52,0,0.05
14,56,0,0,0,7.9,4.76,0.52,0,0.05
14,57,0,0,0,7.9,4.72,0.53,0,0.04
14,58,0,0,0,7.9,4.69,0.53,0,0.04
14,59,0,0,0,7.9,4.66,0.53,0,0.04
14,60,0,0,0,7.9,4.62,0.53,0,0.04
14,61,0,0,0,7.9,4.58,0.52,0,0.04
14,62,0,0,0,7.9,4.55,0.52,0,0.04
14,63,0,0,0,7.9,4.53,0.53,0,0.04
14,64,0,0,0,7.9,4.5,0.53,0,0.04
14,65,0,0,0,7.9,4.45,0.52,0,0.04
14,66,0,0,0,7.9,4.42,0.52,0,0.04
14,67,0.01,0.26,0,7.9,4.47,0.53,0,0.04
14,68,0.01,0.25,14,7.9,5.51,0.57,0,0.05
14,69,0.01,0.25,13,7.9,5.44,0.61,0,0.05
14,70,0,0,8,7.9,5.2,0.61,0,0.05
14,71,0,0,0,7.9,5.09,0.61,0,0.05
14,72,0,0,0,7.9,5.01,0.61,0,0.05
14,73,0,0,0,7.9,4.95,0.61,0,0.05
14,74,0,0,0,7.9,4.94,0.61,0,0.05
14,75,0,0,0,7.9,4.9,0.6,0,0.05
14,76,0,0,0,7.9,4.8,0.6,0,0.05
