"cokey"	"ave_no3_leach"	"ave_nh3_vol"	"bulk_dens"	"ph"	"wthirdbar"	"wfifteenbar"	"awc"	"clay_frac"	"sand_frac"	"ksat"	"om"
"12509539"	"0.02"	"100.51"	"1.40"	"6.60"	"32.50"	"19.30"	"0.22"	"30.00"	"3.00"	"3.00"	"2.00"
"12509539"	"0.02"	"102.26"	"1.40"	"6.60"	"32.50"	"19.30"	"0.22"	"30.00"	"3.00"	"3.00"	"2.00"
"12509539"	"0.02"	"103.45"	"1.40"	"6.60"	"32.50"	"19.30"	"0.22"	"30.00"	"3.00"	"3.00"	"2.00"
"12509628"	"0.19"	"103.12"	"1.33"	"5.90"	"29.90"	"15.20"	"0.20"	"20.50"	"4.90"	"0.55"	"3.50"
"12509630"	"0.19"	"103.08"	"1.33"	"5.90"	"29.90"	"15.20"	"0.20"	"20.50"	"4.90"	"0.55"	"3.50"
"12509630"	"0.19"	"103.64"	"1.33"	"5.90"	"29.90"	"15.20"	"0.20"	"20.50"	"4.90"	"0.55"	"3.50"
"12509630"	"0.20"	"99.94"	"1.33"	"5.90"	"29.90"	"15.20"	"0.20"	"20.50"	"4.90"	"0.55"	"3.50"
"12509630"	"0.31"	"100.58"	"1.33"	"5.90"	"29.90"	"15.20"	"0.20"	"20.50"	"4.90"	"0.55"	"3.50"
"12509742"	"0.06"	"113.47"	"1.35"	"5.90"	"29.70"	"15.00"	"0.23"	"22.00"	"5.00"	"9.00"	"2.50"
"12509742"	"0.06"	"116.24"	"1.35"	"5.90"	"29.70"	"15.00"	"0.23"	"22.00"	"5.00"	"9.00"	"2.50"
"12509742"	"0.06"	"116.66"	"1.35"	"5.90"	"29.70"	"15.00"	"0.23"	"22.00"	"5.00"	"9.00"	"2.50"
"12509742"	"0.07"	"107.89"	"1.35"	"5.90"	"29.70"	"15.00"	"0.23"	"22.00"	"5.00"	"9.00"	"2.50"
"12509742"	"0.08"	"106.73"	"1.35"	"5.90"	"29.70"	"15.00"	"0.23"	"22.00"	"5.00"	"9.00"	"2.50"
"12541425"	"17.19"	"103.94"	"1.28"	"7.90"	"34.20"	"22.40"	"0.22"	"30.50"	"6.90"	"3.00"	"6.00"
