"cokey"	"ave_no3_leach"	"ave_nh3_vol"	"bulk_dens"	"ph"	"wthirdbar"	"wfifteenbar"	"awc"	"clay_frac"	"sand_frac"	"ksat"	"om"
"11626336"	"145.91"	"3.29"	"1.53"	"6.50"	"20.60"	"11.50"	"0.11"	"14.00"	"66.80"	"28.00"	"2.00"
"11626337"	"141.68"	"3.48"	"1.53"	"6.50"	"20.00"	"10.80"	"0.11"	"14.00"	"66.80"	"28.00"	"1.50"
"11626338"	"145.03"	"3.20"	"1.53"	"6.50"	"18.50"	"9.90"	"0.11"	"12.50"	"67.90"	"28.00"	"2.00"
"11626341"	"138.83"	"3.39"	"1.53"	"6.50"	"18.00"	"9.30"	"0.11"	"12.50"	"67.90"	"28.00"	"1.50"
"11626342"	"142.15"	"3.42"	"1.53"	"6.50"	"18.00"	"9.30"	"0.11"	"12.50"	"67.90"	"28.00"	"1.50"
"11626344"	"161.38"	"3.72"	"1.53"	"6.50"	"18.30"	"9.60"	"0.11"	"12.50"	"67.90"	"28.00"	"1.80"
"11626347"	"162.79"	"4.14"	"1.53"	"6.50"	"18.30"	"9.60"	"0.11"	"12.50"	"67.90"	"28.00"	"1.80"
"11626412"	"153.27"	"3.36"	"1.35"	"6.20"	"30.50"	"17.50"	"0.23"	"20.00"	"20.00"	"9.17"	"6.00"
"11626468"	"136.71"	"3.57"	"1.30"	"6.20"	"14.50"	"5.30"	"0.11"	"6.00"	"87.00"	"92.00"	"1.50"
"11626469"	"140.41"	"3.63"	"1.30"	"6.20"	"14.50"	"5.30"	"0.11"	"6.00"	"87.00"	"92.00"	"1.50"
"11626477"	"144.34"	"21.02"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"9.00"	"15.00"
"11626477"	"145.66"	"21.50"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"9.00"	"15.00"
"11626477"	"148.81"	"23.90"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"9.00"	"15.00"
"11626477"	"150.79"	"23.17"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"9.00"	"15.00"
"11626477"	"184.81"	"21.62"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"9.00"	"15.00"
"11626479"	"137.88"	"7.50"	"1.40"	"6.70"	"30.50"	"16.90"	"0.21"	"22.50"	"39.80"	"9.00"	"3.75"
"11626485"	"161.33"	"3.81"	"1.50"	"6.50"	"22.60"	"13.60"	"0.17"	"15.00"	"65.40"	"28.00"	"2.50"
"11626490"	"136.90"	"3.50"	"1.53"	"6.70"	"21.50"	"13.10"	"0.17"	"14.00"	"66.10"	"28.00"	"3.00"
"11626494"	"168.28"	"5.62"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11626504"	"138.06"	"3.27"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11626506"	"139.69"	"3.41"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11626510"	"139.06"	"3.47"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11626514"	"134.14"	"6.12"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11626517"	"134.14"	"6.12"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11626522"	"146.26"	"3.39"	"1.53"	"6.50"	"21.30"	"12.60"	"0.13"	"15.00"	"65.90"	"28.00"	"2.50"
"11626523"	"139.65"	"3.39"	"1.53"	"6.50"	"20.70"	"11.90"	"0.13"	"15.00"	"65.90"	"28.00"	"2.00"
"11626530"	"133.22"	"4.67"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11626540"	"138.33"	"3.08"	"1.53"	"6.50"	"18.50"	"9.90"	"0.11"	"12.50"	"67.90"	"28.00"	"2.00"
"11626541"	"138.75"	"3.41"	"1.53"	"6.50"	"18.00"	"9.30"	"0.11"	"12.50"	"67.90"	"28.00"	"1.50"
"11626600"	"163.87"	"2.81"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11626682"	"133.58"	"2.81"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11626682"	"166.49"	"3.42"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11632509"	"150.53"	"2.68"	"1.35"	"6.10"	"19.20"	"9.70"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11632512"	"158.37"	"3.14"	"1.35"	"6.10"	"18.70"	"9.10"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11632513"	"157.15"	"3.22"	"1.35"	"6.10"	"18.70"	"9.10"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11632538"	"145.28"	"8.57"	"1.45"	"7.30"	"16.80"	"8.00"	"0.14"	"10.00"	"66.60"	"28.00"	"2.00"
"11632593"	"156.16"	"3.30"	"1.53"	"6.50"	"14.90"	"5.70"	"0.08"	"6.00"	"84.90"	"92.00"	"1.25"
"11632617"	"136.09"	"4.86"	"1.38"	"6.50"	"30.10"	"15.50"	"0.23"	"20.00"	"26.50"	"9.00"	"3.50"
"11632618"	"137.35"	"4.64"	"1.30"	"6.50"	"24.30"	"9.60"	"0.16"	"15.00"	"50.00"	"9.00"	"2.00"
"11632621"	"144.77"	"5.44"	"1.30"	"6.50"	"24.30"	"9.60"	"0.16"	"15.00"	"50.00"	"9.00"	"2.00"
"11632755"	"154.17"	"3.05"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11632895"	"145.31"	"2.65"	"1.35"	"6.10"	"18.70"	"9.40"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11633117"	"138.07"	"4.38"	"1.30"	"6.50"	"15.90"	"6.80"	"0.16"	"10.00"	"66.90"	"28.00"	"1.50"
"11633123"	"149.80"	"2.65"	"1.35"	"6.10"	"18.70"	"9.40"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11633127"	"144.95"	"4.63"	"1.30"	"6.50"	"15.90"	"6.80"	"0.16"	"10.00"	"66.90"	"28.00"	"1.50"
"11633130"	"147.06"	"7.58"	"1.58"	"7.00"	"13.70"	"5.70"	"0.08"	"8.00"	"75.00"	"92.00"	"1.00"
"11633134"	"155.07"	"7.74"	"1.58"	"7.00"	"13.70"	"5.70"	"0.08"	"8.00"	"75.00"	"92.00"	"1.00"
"11633135"	"152.76"	"7.43"	"1.58"	"7.00"	"13.70"	"5.70"	"0.08"	"8.00"	"75.00"	"92.00"	"1.00"
"11633223"	"149.54"	"3.82"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11633273"	"133.43"	"2.07"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11633295"	"133.68"	"2.46"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11633627"	"144.17"	"5.53"	"1.30"	"6.50"	"25.70"	"11.30"	"0.16"	"15.00"	"50.00"	"9.00"	"3.50"
"11633628"	"138.43"	"5.94"	"1.30"	"6.50"	"25.70"	"11.30"	"0.16"	"15.00"	"50.00"	"9.00"	"3.50"
"11633630"	"151.18"	"15.76"	"1.40"	"7.30"	"14.20"	"6.70"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11633632"	"137.79"	"15.69"	"1.40"	"7.30"	"14.20"	"6.70"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11633738"	"157.34"	"2.83"	"1.35"	"6.10"	"18.80"	"9.20"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11633741"	"162.30"	"3.30"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11633742"	"159.84"	"3.36"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11633755"	"156.32"	"4.76"	"1.30"	"6.50"	"25.70"	"11.30"	"0.16"	"15.00"	"50.00"	"9.00"	"3.50"
"11633756"	"155.06"	"4.95"	"1.30"	"6.50"	"25.70"	"11.30"	"0.16"	"15.00"	"50.00"	"9.00"	"3.50"
"11633757"	"150.57"	"5.24"	"1.30"	"6.50"	"25.00"	"10.40"	"0.16"	"15.00"	"50.00"	"9.00"	"2.70"
"11633926"	"152.91"	"3.11"	"1.35"	"6.10"	"19.20"	"9.70"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11634058"	"160.50"	"3.11"	"1.35"	"6.10"	"18.80"	"9.20"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11634059"	"169.45"	"3.48"	"1.35"	"6.10"	"18.80"	"9.20"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11634065"	"163.65"	"5.75"	"1.30"	"6.50"	"24.90"	"10.30"	"0.16"	"13.00"	"50.00"	"9.00"	"3.50"
"11634066"	"158.35"	"5.83"	"1.30"	"6.50"	"23.40"	"8.60"	"0.16"	"13.00"	"50.00"	"9.00"	"2.00"
"11634083"	"143.33"	"8.55"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11634084"	"137.51"	"8.20"	"1.40"	"6.70"	"30.30"	"16.60"	"0.21"	"22.50"	"39.80"	"9.00"	"3.50"
"11634088"	"157.51"	"3.61"	"1.53"	"6.50"	"14.90"	"5.70"	"0.08"	"6.00"	"84.90"	"92.00"	"1.25"
"11634108"	"134.45"	"5.22"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11634124"	"143.31"	"6.91"	"1.58"	"7.00"	"12.40"	"4.60"	"0.08"	"6.00"	"92.10"	"28.00"	"1.00"
"11634125"	"158.35"	"7.95"	"1.58"	"7.00"	"12.40"	"4.60"	"0.08"	"6.00"	"92.10"	"28.00"	"1.00"
"11634128"	"154.15"	"7.58"	"1.58"	"7.00"	"12.40"	"4.60"	"0.08"	"6.00"	"92.10"	"28.00"	"1.00"
"11634484"	"168.74"	"3.61"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11634485"	"168.83"	"3.72"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11634512"	"175.50"	"2.96"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11634532"	"137.82"	"6.01"	"1.58"	"7.00"	"12.40"	"4.60"	"0.08"	"6.00"	"92.10"	"28.00"	"1.00"
"11634535"	"149.44"	"6.95"	"1.58"	"7.00"	"12.40"	"4.60"	"0.08"	"6.00"	"92.10"	"28.00"	"1.00"
"11634679"	"148.76"	"4.77"	"1.33"	"6.50"	"31.00"	"17.20"	"0.23"	"22.50"	"22.40"	"9.00"	"4.50"
"11634685"	"153.71"	"4.97"	"1.33"	"6.50"	"31.00"	"17.20"	"0.23"	"22.50"	"22.40"	"9.00"	"4.50"
"11634834"	"141.99"	"5.14"	"1.30"	"6.50"	"32.40"	"19.20"	"0.23"	"24.50"	"6.90"	"9.00"	"5.50"
"11634896"	"135.61"	"2.61"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11635093"	"166.56"	"5.69"	"1.30"	"6.50"	"15.90"	"6.80"	"0.16"	"10.00"	"66.90"	"28.00"	"1.50"
"11635095"	"150.65"	"12.73"	"1.40"	"7.30"	"14.20"	"6.70"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11635098"	"159.03"	"14.69"	"1.40"	"7.30"	"14.20"	"6.70"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11635117"	"145.01"	"7.17"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11635122"	"136.26"	"7.04"	"1.40"	"6.70"	"30.30"	"16.60"	"0.21"	"22.50"	"39.80"	"9.00"	"3.50"
"11635132"	"134.16"	"3.38"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11635134"	"154.28"	"5.82"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11635137"	"154.28"	"5.82"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11635146"	"135.90"	"6.90"	"1.40"	"6.70"	"30.30"	"16.60"	"0.21"	"22.50"	"39.80"	"9.00"	"3.50"
"11635165"	"147.36"	"21.81"	"1.23"	"7.20"	"34.40"	"22.70"	"0.22"	"26.00"	"6.90"	"9.00"	"9.00"
"11635188"	"154.12"	"31.13"	"1.50"	"7.90"	"32.50"	"20.30"	"0.22"	"23.50"	"39.20"	"9.00"	"5.00"
"11635247"	"157.70"	"2.49"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11635280"	"142.11"	"2.84"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11635280"	"146.96"	"2.23"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11635280"	"148.93"	"2.75"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11635280"	"193.99"	"3.11"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11635304"	"168.47"	"3.27"	"1.35"	"6.10"	"18.80"	"9.20"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11635308"	"168.63"	"3.73"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11635312"	"167.96"	"3.78"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11635316"	"169.85"	"3.94"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11635318"	"169.29"	"5.03"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11635343"	"133.42"	"19.44"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11635343"	"137.19"	"20.87"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11635343"	"143.08"	"19.19"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11635343"	"146.98"	"21.05"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11635343"	"172.91"	"18.22"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11635343"	"182.30"	"18.91"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11635343"	"183.16"	"20.22"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11635343"	"224.07"	"17.69"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11635354"	"156.55"	"6.46"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11635357"	"144.56"	"6.38"	"1.40"	"6.70"	"30.30"	"16.60"	"0.21"	"22.50"	"39.80"	"9.00"	"3.50"
"11635387"	"157.99"	"5.24"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11635406"	"153.77"	"6.33"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11635407"	"145.24"	"6.40"	"1.40"	"6.70"	"30.30"	"16.60"	"0.21"	"22.50"	"39.80"	"9.00"	"3.50"
"11635413"	"145.91"	"4.09"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11635425"	"143.74"	"10.57"	"1.40"	"7.30"	"14.70"	"7.20"	"0.11"	"10.00"	"66.60"	"28.00"	"2.50"
"11635432"	"157.30"	"12.04"	"1.40"	"7.30"	"14.70"	"7.20"	"0.11"	"10.00"	"66.60"	"28.00"	"2.50"
"11635443"	"162.50"	"3.32"	"1.53"	"6.50"	"21.10"	"12.20"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11635481"	"143.15"	"3.26"	"1.34"	"6.00"	"31.50"	"17.70"	"0.22"	"24.00"	"7.00"	"9.00"	"4.00"
"11635514"	"149.38"	"24.58"	"1.25"	"6.90"	"32.70"	"21.10"	"0.18"	"27.00"	"36.00"	"2.82"	"7.00"
"11635551"	"176.44"	"2.62"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11637330"	"170.58"	"4.53"	"1.58"	"7.00"	"12.40"	"4.60"	"0.08"	"6.00"	"75.00"	"28.00"	"2.00"
"11637331"	"169.60"	"4.52"	"1.58"	"7.00"	"12.40"	"4.60"	"0.08"	"6.00"	"75.00"	"28.00"	"2.00"
"11637334"	"168.26"	"4.59"	"1.58"	"7.00"	"12.40"	"4.60"	"0.08"	"6.00"	"75.00"	"28.00"	"2.00"
"11637339"	"174.94"	"3.16"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11640600"	"177.36"	"2.93"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11640636"	"136.32"	"5.30"	"1.30"	"6.50"	"32.40"	"19.20"	"0.23"	"24.50"	"9.20"	"9.00"	"5.50"
"11640637"	"136.04"	"5.31"	"1.30"	"6.50"	"32.40"	"19.20"	"0.23"	"24.50"	"9.20"	"9.00"	"5.50"
"11640639"	"138.46"	"2.74"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11640743"	"137.13"	"3.14"	"1.34"	"6.00"	"31.50"	"17.70"	"0.22"	"24.00"	"7.00"	"9.00"	"4.00"
"11650021"	"166.81"	"13.43"	"1.63"	"7.90"	"14.20"	"5.00"	"0.17"	"3.50"	"62.30"	"28.00"	"1.50"
"11650808"	"141.63"	"3.83"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11650838"	"140.52"	"11.56"	"1.35"	"7.20"	"20.00"	"10.40"	"0.10"	"13.00"	"66.90"	"28.00"	"2.00"
"11650959"	"146.87"	"4.47"	"1.53"	"6.20"	"29.50"	"16.50"	"0.17"	"22.50"	"35.40"	"9.00"	"2.70"
"11651009"	"158.12"	"3.88"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11651013"	"133.91"	"8.88"	"1.30"	"6.70"	"30.30"	"16.10"	"0.22"	"23.50"	"24.50"	"9.00"	"3.50"
"11651048"	"173.79"	"13.16"	"1.63"	"7.90"	"14.20"	"5.00"	"0.17"	"3.50"	"62.30"	"28.00"	"1.50"
"11651051"	"153.07"	"11.61"	"1.35"	"7.20"	"20.00"	"10.40"	"0.10"	"13.00"	"66.90"	"28.00"	"2.00"
"11651279"	"137.25"	"3.50"	"1.55"	"6.50"	"20.40"	"11.40"	"0.17"	"14.00"	"70.00"	"28.00"	"1.50"
"11651553"	"137.46"	"3.86"	"1.55"	"6.50"	"20.40"	"11.40"	"0.17"	"14.00"	"70.00"	"28.00"	"1.50"
"11651751"	"167.66"	"4.24"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11651754"	"151.04"	"6.88"	"1.28"	"6.20"	"34.30"	"22.50"	"0.23"	"23.50"	"9.40"	"9.00"	"9.00"
"11651895"	"152.26"	"6.28"	"1.52"	"6.70"	"31.80"	"18.10"	"0.23"	"23.00"	"12.50"	"9.00"	"3.00"
"11651963"	"148.47"	"3.74"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11651968"	"165.03"	"6.63"	"1.43"	"6.50"	"31.30"	"17.30"	"0.23"	"23.50"	"24.50"	"9.00"	"3.00"
"11651980"	"162.41"	"4.62"	"1.53"	"6.50"	"12.10"	"5.60"	"0.08"	"6.00"	"92.10"	"200.00"	"1.25"
"11663090"	"182.71"	"4.30"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11663133"	"147.74"	"6.82"	"1.43"	"6.50"	"31.30"	"17.30"	"0.23"	"23.50"	"24.50"	"9.00"	"3.00"
"11663493"	"134.27"	"4.12"	"1.55"	"6.50"	"20.40"	"11.40"	"0.17"	"14.00"	"52.50"	"28.00"	"1.50"
"11663605"	"134.45"	"3.76"	"1.53"	"6.50"	"21.10"	"11.80"	"0.14"	"14.00"	"66.10"	"28.00"	"1.50"
"11663609"	"148.42"	"4.23"	"1.53"	"6.50"	"21.10"	"11.80"	"0.14"	"14.00"	"66.10"	"28.00"	"1.50"
"11663664"	"138.88"	"3.41"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11663760"	"136.74"	"3.80"	"1.55"	"6.50"	"20.40"	"11.40"	"0.17"	"14.00"	"52.50"	"28.00"	"1.50"
"11663808"	"165.54"	"4.61"	"1.53"	"6.50"	"14.90"	"5.70"	"0.08"	"6.00"	"84.90"	"92.00"	"1.25"
"11663810"	"165.54"	"4.61"	"1.53"	"6.50"	"14.90"	"5.70"	"0.08"	"6.00"	"84.90"	"92.00"	"1.25"
"11663849"	"186.69"	"3.70"	"1.53"	"6.50"	"16.80"	"7.50"	"0.08"	"6.00"	"84.90"	"92.00"	"2.50"
"11663905"	"147.40"	"4.03"	"1.50"	"6.00"	"31.90"	"18.20"	"0.23"	"22.20"	"15.50"	"9.00"	"3.60"
"11663938"	"139.74"	"6.45"	"1.38"	"6.50"	"30.10"	"15.50"	"0.23"	"20.00"	"26.50"	"9.00"	"3.50"
"11664012"	"133.67"	"3.84"	"1.30"	"6.20"	"14.50"	"5.30"	"0.11"	"6.00"	"87.00"	"92.00"	"1.50"
"11664014"	"138.24"	"3.94"	"1.30"	"6.20"	"14.50"	"5.30"	"0.11"	"6.00"	"87.00"	"92.00"	"1.50"
"11664017"	"154.94"	"4.39"	"1.30"	"6.20"	"14.50"	"5.30"	"0.11"	"6.00"	"87.00"	"92.00"	"1.50"
"11664032"	"142.34"	"29.17"	"1.23"	"7.00"	"38.10"	"30.20"	"0.24"	"28.00"	"19.10"	"3.00"	"15.00"
"11664054"	"133.94"	"5.28"	"1.50"	"6.50"	"32.30"	"26.50"	"0.20"	"22.00"	"41.10"	"9.00"	"10.00"
"11664054"	"136.17"	"5.29"	"1.50"	"6.50"	"32.30"	"26.50"	"0.20"	"22.00"	"41.10"	"9.00"	"10.00"
"11664054"	"136.20"	"4.89"	"1.50"	"6.50"	"32.30"	"26.50"	"0.20"	"22.00"	"41.10"	"9.00"	"10.00"
"11664054"	"137.06"	"4.69"	"1.50"	"6.50"	"32.30"	"26.50"	"0.20"	"22.00"	"41.10"	"9.00"	"10.00"
"11664054"	"175.00"	"5.67"	"1.50"	"6.50"	"32.30"	"26.50"	"0.20"	"22.00"	"41.10"	"9.00"	"10.00"
"11664063"	"138.98"	"3.68"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11664176"	"139.06"	"3.77"	"1.53"	"6.50"	"18.00"	"9.30"	"0.11"	"12.50"	"67.90"	"28.00"	"1.50"
"11664177"	"154.30"	"3.95"	"1.53"	"6.50"	"18.30"	"9.60"	"0.11"	"12.50"	"67.90"	"28.00"	"1.80"
"11664350"	"136.39"	"16.61"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11664350"	"136.89"	"15.98"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11664350"	"140.42"	"17.24"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11664350"	"142.09"	"16.27"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11664350"	"175.03"	"15.87"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11664362"	"166.19"	"4.32"	"1.50"	"6.70"	"22.80"	"13.90"	"0.17"	"15.00"	"65.40"	"28.00"	"2.50"
"11664370"	"136.84"	"4.00"	"1.50"	"6.50"	"32.50"	"19.80"	"0.20"	"22.00"	"41.10"	"9.00"	"5.00"
"11664370"	"138.06"	"4.43"	"1.50"	"6.50"	"32.50"	"19.80"	"0.20"	"22.00"	"41.10"	"9.00"	"5.00"
"11664370"	"138.31"	"3.91"	"1.50"	"6.50"	"32.50"	"19.80"	"0.20"	"22.00"	"41.10"	"9.00"	"5.00"
"11664370"	"190.88"	"4.70"	"1.50"	"6.50"	"32.50"	"19.80"	"0.20"	"22.00"	"41.10"	"9.00"	"5.00"
"11664378"	"142.71"	"3.91"	"1.50"	"6.50"	"28.90"	"13.90"	"0.21"	"17.50"	"43.00"	"9.00"	"2.50"
"11664379"	"141.53"	"4.06"	"1.50"	"6.50"	"28.90"	"13.90"	"0.21"	"17.50"	"43.00"	"9.00"	"2.50"
"11664380"	"143.21"	"4.34"	"1.50"	"6.50"	"28.90"	"13.90"	"0.21"	"17.50"	"43.00"	"9.00"	"2.50"
"11664383"	"146.72"	"3.57"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11664384"	"147.15"	"3.64"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11664390"	"134.57"	"5.03"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11664404"	"141.83"	"4.13"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11664414"	"148.08"	"3.40"	"1.53"	"6.50"	"20.80"	"11.80"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11664415"	"150.86"	"3.47"	"1.53"	"6.50"	"20.80"	"11.80"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11664416"	"151.76"	"3.53"	"1.53"	"6.50"	"20.80"	"11.80"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11664417"	"142.85"	"3.42"	"1.53"	"6.50"	"18.20"	"9.60"	"0.11"	"12.50"	"67.90"	"28.00"	"2.00"
