"cokey"	"ave_no3_leach"	"ave_nh3_vol"	"bulk_dens"	"ph"	"wthirdbar"	"wfifteenbar"	"awc"	"clay_frac"	"sand_frac"	"ksat"	"om"
"11623264"	"163.38"	"11.11"	"1.25"	"7.80"	"30.20"	"15.70"	"0.21"	"15.00"	"50.00"	"9.17"	"7.00"
"11623265"	"163.38"	"11.11"	"1.25"	"7.80"	"30.20"	"15.70"	"0.21"	"15.00"	"50.00"	"9.17"	"7.00"
"11623268"	"133.40"	"5.90"	"1.25"	"6.80"	"30.00"	"15.60"	"0.21"	"15.00"	"50.00"	"9.17"	"7.00"
"11623268"	"173.17"	"5.37"	"1.25"	"6.80"	"30.00"	"15.60"	"0.21"	"15.00"	"50.00"	"9.17"	"7.00"
"11623273"	"145.25"	"2.72"	"1.35"	"6.10"	"18.80"	"9.20"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11623274"	"146.90"	"2.81"	"1.35"	"6.10"	"18.80"	"9.20"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11623275"	"147.78"	"4.19"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11623276"	"159.07"	"4.64"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11623278"	"164.35"	"3.31"	"1.30"	"6.50"	"23.70"	"8.90"	"0.16"	"10.00"	"48.00"	"9.00"	"3.50"
"11623279"	"136.71"	"14.00"	"1.40"	"7.30"	"14.50"	"7.00"	"0.11"	"10.00"	"83.00"	"92.00"	"2.00"
"11623280"	"140.82"	"14.86"	"1.40"	"7.30"	"14.50"	"7.00"	"0.11"	"10.00"	"83.00"	"92.00"	"2.00"
"11623281"	"149.45"	"16.36"	"1.40"	"7.30"	"14.50"	"7.00"	"0.11"	"10.00"	"83.00"	"92.00"	"2.00"
"11623282"	"134.16"	"15.58"	"1.40"	"7.30"	"14.50"	"7.00"	"0.11"	"10.00"	"83.00"	"92.00"	"2.00"
"11623284"	"146.51"	"15.61"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11623312"	"137.81"	"3.99"	"1.43"	"6.70"	"29.00"	"14.30"	"0.18"	"16.00"	"65.10"	"9.00"	"4.00"
"11623325"	"136.38"	"3.97"	"1.43"	"6.70"	"29.00"	"14.30"	"0.18"	"16.00"	"65.10"	"9.00"	"4.00"
"11623403"	"134.62"	"2.17"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11623467"	"147.80"	"4.12"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11623469"	"158.14"	"4.62"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11623471"	"164.18"	"3.63"	"1.30"	"6.50"	"23.70"	"8.90"	"0.16"	"10.00"	"50.00"	"9.00"	"3.50"
"11623473"	"165.67"	"3.76"	"1.30"	"6.50"	"23.70"	"8.90"	"0.16"	"10.00"	"50.00"	"9.00"	"3.50"
"11623475"	"141.11"	"12.29"	"1.40"	"7.30"	"14.20"	"6.70"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11623476"	"142.31"	"17.80"	"1.23"	"7.10"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11623476"	"142.46"	"18.23"	"1.23"	"7.10"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11623476"	"145.70"	"19.13"	"1.23"	"7.10"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11623476"	"147.61"	"18.54"	"1.23"	"7.10"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11623476"	"177.86"	"17.76"	"1.23"	"7.10"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11623485"	"139.12"	"2.76"	"1.45"	"6.50"	"19.60"	"10.20"	"0.11"	"10.50"	"83.00"	"92.00"	"2.50"
"11623492"	"139.88"	"4.53"	"1.43"	"6.70"	"29.00"	"14.30"	"0.18"	"16.00"	"65.10"	"9.00"	"4.00"
"11623497"	"146.59"	"2.90"	"1.35"	"6.10"	"19.20"	"9.70"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11623498"	"148.66"	"2.96"	"1.35"	"6.10"	"19.20"	"9.70"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11623534"	"141.61"	"4.46"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11623588"	"143.91"	"2.41"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11623616"	"142.70"	"2.88"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11623625"	"157.06"	"5.82"	"1.25"	"6.80"	"30.00"	"15.60"	"0.21"	"15.00"	"50.00"	"9.17"	"7.00"
"11624228"	"157.24"	"2.78"	"1.35"	"6.10"	"19.90"	"10.50"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11624229"	"143.66"	"13.40"	"1.40"	"7.30"	"14.00"	"6.40"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11624230"	"152.69"	"14.92"	"1.40"	"7.30"	"14.00"	"6.40"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11624231"	"137.16"	"12.49"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624231"	"137.54"	"13.65"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624231"	"139.51"	"12.85"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624231"	"140.71"	"12.39"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624231"	"170.01"	"12.34"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624253"	"146.56"	"3.86"	"1.43"	"6.70"	"22.90"	"14.30"	"0.18"	"16.00"	"65.10"	"9.00"	"4.00"
"11624283"	"140.71"	"2.94"	"1.43"	"6.50"	"27.20"	"12.30"	"0.19"	"15.00"	"44.30"	"9.00"	"3.00"
"11624285"	"142.57"	"3.07"	"1.43"	"6.50"	"27.20"	"12.30"	"0.19"	"15.00"	"44.30"	"9.00"	"3.00"
"11624293"	"135.55"	"2.58"	"1.53"	"6.50"	"20.80"	"11.80"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11624295"	"138.00"	"2.67"	"1.53"	"6.50"	"20.80"	"11.80"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11624364"	"134.02"	"2.60"	"1.35"	"6.20"	"30.50"	"17.50"	"0.23"	"20.00"	"25.00"	"9.17"	"6.00"
"11624411"	"172.41"	"4.65"	"1.25"	"6.80"	"30.00"	"15.60"	"0.21"	"15.00"	"50.00"	"9.17"	"7.00"
"11624414"	"156.38"	"2.72"	"1.35"	"6.10"	"18.80"	"9.20"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11624417"	"161.54"	"2.82"	"1.35"	"6.10"	"18.80"	"9.20"	"0.14"	"12.00"	"68.30"	"28.00"	"2.00"
"11624418"	"167.37"	"3.51"	"1.35"	"6.10"	"18.20"	"8.60"	"0.14"	"12.00"	"68.30"	"28.00"	"1.50"
"11624428"	"150.68"	"4.38"	"1.40"	"6.50"	"28.70"	"15.60"	"0.20"	"22.00"	"41.10"	"9.00"	"3.50"
"11624436"	"144.49"	"17.27"	"1.40"	"7.30"	"13.70"	"6.10"	"0.11"	"10.00"	"66.60"	"28.00"	"1.50"
"11624439"	"144.68"	"12.92"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624439"	"145.04"	"14.57"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624439"	"145.43"	"12.91"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624439"	"147.91"	"13.05"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624439"	"180.91"	"12.52"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11624463"	"154.11"	"3.59"	"1.43"	"6.70"	"23.20"	"14.70"	"0.18"	"16.00"	"65.10"	"28.00"	"4.00"
"11624480"	"154.11"	"3.59"	"1.43"	"6.70"	"23.20"	"14.70"	"0.18"	"16.00"	"65.10"	"28.00"	"4.00"
"11624512"	"142.76"	"2.62"	"1.53"	"6.50"	"21.10"	"12.20"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11624513"	"137.04"	"2.73"	"1.53"	"6.50"	"20.60"	"11.50"	"0.11"	"14.00"	"66.80"	"28.00"	"2.00"
"11624592"	"149.78"	"24.59"	"1.20"	"6.90"	"34.30"	"24.20"	"0.18"	"29.00"	"32.00"	"2.82"	"10.00"
"11624600"	"154.76"	"2.21"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11624645"	"161.42"	"2.46"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11624656"	"172.52"	"7.96"	"1.25"	"7.80"	"30.20"	"15.70"	"0.21"	"15.00"	"50.00"	"9.17"	"7.00"
"11624680"	"157.61"	"4.41"	"1.50"	"6.50"	"32.90"	"20.40"	"0.20"	"22.00"	"41.10"	"9.00"	"5.50"
"11624690"	"134.17"	"2.87"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11624691"	"135.16"	"2.93"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11624718"	"136.74"	"2.71"	"1.53"	"6.50"	"18.50"	"9.90"	"0.11"	"12.50"	"67.90"	"28.00"	"2.00"
"11624720"	"135.15"	"2.99"	"1.53"	"6.50"	"18.00"	"9.30"	"0.11"	"12.50"	"67.90"	"28.00"	"1.50"
"11624723"	"147.89"	"5.15"	"1.53"	"7.00"	"18.30"	"9.60"	"0.11"	"12.50"	"67.90"	"28.00"	"1.80"
"11624833"	"134.24"	"3.14"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11624848"	"181.12"	"4.63"	"1.38"	"6.50"	"19.90"	"11.50"	"0.19"	"13.00"	"65.00"	"28.00"	"3.50"
"11624861"	"144.31"	"3.04"	"1.53"	"6.50"	"21.10"	"12.20"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11624863"	"145.83"	"3.14"	"1.53"	"6.50"	"21.10"	"12.20"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
"11624867"	"135.80"	"3.30"	"1.53"	"6.50"	"20.00"	"10.80"	"0.11"	"14.00"	"66.80"	"28.00"	"1.50"
"11624873"	"160.02"	"4.50"	"1.50"	"6.50"	"31.70"	"18.40"	"0.20"	"22.00"	"41.10"	"9.00"	"4.00"
"11624881"	"144.03"	"6.16"	"1.53"	"7.00"	"18.00"	"9.30"	"0.11"	"12.50"	"67.90"	"28.00"	"1.50"
"11624891"	"152.94"	"29.60"	"1.23"	"6.90"	"38.10"	"30.20"	"0.24"	"28.00"	"19.00"	"3.00"	"15.00"
"11624896"	"137.94"	"3.08"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11624901"	"140.03"	"3.20"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11624908"	"134.39"	"5.12"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11624932"	"135.60"	"2.89"	"1.53"	"6.50"	"18.50"	"9.90"	"0.11"	"12.50"	"67.90"	"28.00"	"2.00"
"11625029"	"162.08"	"3.01"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625030"	"134.16"	"16.01"	"1.25"	"7.60"	"31.80"	"19.60"	"0.21"	"25.00"	"36.00"	"9.17"	"7.00"
"11625168"	"156.12"	"4.31"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11625169"	"168.07"	"4.73"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11625171"	"148.88"	"25.11"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"3.00"	"15.00"
"11625171"	"148.98"	"24.30"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"3.00"	"15.00"
"11625171"	"151.35"	"23.07"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"3.00"	"15.00"
"11625171"	"153.19"	"22.23"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"3.00"	"15.00"
"11625171"	"187.97"	"24.91"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"3.00"	"15.00"
"11625172"	"152.11"	"28.51"	"1.35"	"7.90"	"35.80"	"25.40"	"0.22"	"27.00"	"18.00"	"9.00"	"9.00"
"11625173"	"142.24"	"5.32"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11625183"	"134.67"	"3.00"	"1.45"	"6.70"	"19.60"	"10.20"	"0.11"	"10.50"	"85.20"	"92.00"	"2.50"
"11625195"	"154.76"	"4.02"	"1.43"	"6.70"	"29.00"	"14.30"	"0.18"	"16.00"	"65.10"	"9.00"	"4.00"
"11625203"	"139.44"	"3.48"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11625210"	"160.23"	"4.50"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11625213"	"154.49"	"10.44"	"1.38"	"7.20"	"30.80"	"18.30"	"0.22"	"22.50"	"24.80"	"9.00"	"5.50"
"11625264"	"162.33"	"2.46"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11625294"	"136.88"	"1.98"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625294"	"139.24"	"2.43"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625294"	"140.43"	"2.14"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625294"	"183.29"	"2.81"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625299"	"175.19"	"5.04"	"1.25"	"6.80"	"30.00"	"15.60"	"0.21"	"15.00"	"50.00"	"9.17"	"7.00"
"11625302"	"174.86"	"5.20"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11625304"	"134.11"	"17.44"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625304"	"135.66"	"18.83"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625304"	"154.69"	"17.17"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625304"	"155.76"	"16.64"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625304"	"156.12"	"18.37"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625304"	"162.69"	"16.90"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625304"	"197.34"	"16.63"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625306"	"140.83"	"6.22"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11625314"	"157.91"	"23.64"	"1.50"	"7.90"	"32.50"	"20.30"	"0.22"	"23.50"	"39.20"	"9.00"	"5.00"
"11625321"	"141.54"	"5.01"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11625323"	"141.54"	"5.01"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11625327"	"138.92"	"6.15"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11625332"	"136.43"	"4.03"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11625400"	"167.38"	"2.61"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11625438"	"135.23"	"2.65"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625438"	"136.78"	"2.12"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625438"	"174.90"	"2.97"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625448"	"157.97"	"4.47"	"1.30"	"6.50"	"15.80"	"7.10"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11625496"	"144.41"	"11.58"	"1.35"	"7.20"	"20.00"	"10.40"	"0.10"	"13.00"	"66.90"	"28.00"	"2.00"
"11625502"	"148.09"	"3.57"	"1.43"	"6.50"	"27.40"	"12.80"	"0.19"	"15.00"	"44.00"	"9.00"	"3.00"
"11625522"	"156.95"	"29.38"	"1.23"	"6.90"	"38.10"	"30.20"	"0.24"	"28.00"	"19.00"	"3.00"	"15.00"
"11625626"	"176.28"	"3.17"	"1.53"	"6.50"	"14.60"	"5.60"	""	"6.00"	"84.90"	"92.00"	"2.00"
"11625635"	"157.32"	"6.38"	"1.45"	"7.00"	"14.10"	"5.80"	"0.14"	"7.00"	"70.00"	"28.23"	"1.50"
"11625657"	"150.44"	"6.45"	"1.38"	"6.50"	"24.30"	"18.30"	"0.19"	"22.00"	"50.00"	"9.00"	"3.50"
"11625681"	"134.23"	"25.89"	"1.23"	"7.20"	"35.60"	"24.90"	"0.22"	"26.00"	"6.90"	"9.00"	"15.00"
"11625681"	"137.61"	"23.40"	"1.23"	"7.20"	"35.60"	"24.90"	"0.22"	"26.00"	"6.90"	"9.00"	"15.00"
"11625681"	"167.11"	"23.03"	"1.23"	"7.20"	"35.60"	"24.90"	"0.22"	"26.00"	"6.90"	"9.00"	"15.00"
"11625703"	"159.54"	"4.52"	"1.30"	"6.50"	"15.80"	"7.10"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11625750"	"138.31"	"28.90"	"1.20"	"6.90"	"34.30"	"24.20"	"0.18"	"29.00"	"32.00"	"2.82"	"10.00"
"11625755"	"157.08"	"2.59"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11625773"	"135.48"	"3.35"	"1.35"	"6.20"	"30.50"	"17.50"	"0.23"	"20.00"	"20.00"	"9.17"	"6.00"
"11625801"	"154.31"	"3.24"	"1.38"	"6.20"	"35.20"	"24.70"	"0.23"	"25.00"	"18.00"	"9.17"	"9.00"
"11625811"	"158.52"	"30.46"	"1.23"	"7.00"	"37.50"	"28.90"	"0.24"	"25.00"	"20.10"	"3.00"	"15.00"
"11625824"	"147.19"	"5.24"	"1.50"	"6.50"	"32.50"	"19.80"	"0.20"	"22.00"	"41.10"	"9.00"	"5.00"
"11625832"	"139.57"	"3.22"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11625833"	"138.34"	"3.32"	"1.53"	"6.50"	"22.20"	"13.20"	"0.14"	"15.00"	"65.00"	"28.00"	"2.00"
"11625860"	"144.37"	"2.98"	"1.53"	"6.50"	"18.50"	"9.90"	"0.11"	"12.50"	"67.90"	"28.00"	"2.00"
"11625862"	"142.29"	"3.24"	"1.53"	"6.50"	"18.00"	"9.30"	"0.11"	"12.50"	"67.90"	"28.00"	"1.50"
"11625866"	"151.47"	"3.34"	"1.53"	"6.50"	"18.30"	"9.60"	"0.11"	"12.50"	"67.90"	"28.00"	"1.80"
"11625869"	"155.29"	"3.58"	"1.53"	"6.50"	"18.30"	"9.60"	"0.11"	"12.50"	"67.90"	"28.00"	"1.80"
"11625960"	"167.73"	"3.42"	"1.35"	"6.10"	"19.20"	"9.70"	"0.14"	"12.00"	"71.30"	"28.00"	"2.00"
"11625963"	"171.46"	"3.94"	"1.35"	"6.10"	"18.70"	"9.10"	"0.14"	"12.00"	"71.30"	"28.00"	"1.50"
"11625964"	"163.74"	"4.93"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11625965"	"171.70"	"5.37"	"1.30"	"6.50"	"16.50"	"7.40"	"0.16"	"10.00"	"66.90"	"28.00"	"2.00"
"11625968"	"171.60"	"6.42"	"1.30"	"6.50"	"15.90"	"6.80"	"0.16"	"10.00"	"66.90"	"28.00"	"1.50"
"11625971"	"151.93"	"21.78"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625971"	"154.18"	"21.57"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625971"	"154.32"	"22.82"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625971"	"157.22"	"21.99"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625971"	"195.75"	"21.33"	"1.23"	"7.20"	"37.50"	"28.90"	"0.24"	"25.00"	"24.00"	"9.00"	"15.00"
"11625975"	"141.85"	"7.57"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11625983"	"142.73"	"28.71"	"1.45"	"6.70"	"36.30"	"26.40"	"0.21"	"31.00"	"22.00"	"3.00"	"6.00"
"11625996"	"136.28"	"27.77"	"1.45"	"6.70"	"36.30"	"26.40"	"0.21"	"31.00"	"22.00"	"3.00"	"6.00"
"11625998"	"136.28"	"27.77"	"1.45"	"6.70"	"36.30"	"26.40"	"0.21"	"31.00"	"22.00"	"3.00"	"6.00"
"11626006"	"135.94"	"6.10"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11626008"	"136.73"	"6.11"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11626027"	"139.32"	"7.44"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11626033"	"143.73"	"24.67"	"1.50"	"7.90"	"32.50"	"20.30"	"0.22"	"23.50"	"39.20"	"9.00"	"5.00"
"11626036"	"143.72"	"4.70"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11626059"	"134.99"	"13.28"	"1.40"	"7.30"	"14.00"	"6.40"	"0.11"	"10.00"	"66.60"	"28.00"	"1.80"
"11626063"	"147.34"	"15.78"	"1.40"	"7.30"	"14.00"	"6.40"	"0.11"	"10.00"	"66.60"	"28.00"	"1.80"
"11626105"	"134.08"	"26.85"	"1.25"	"6.90"	"32.70"	"21.10"	"0.18"	"27.00"	"36.00"	"2.82"	"7.00"
"11626150"	"168.20"	"2.79"	"1.30"	"5.90"	"20.10"	"11.50"	"0.13"	"17.00"	"57.00"	"28.23"	"2.50"
"11626169"	"148.19"	"3.65"	"1.35"	"6.20"	"30.50"	"17.50"	"0.23"	"20.00"	"20.00"	"9.17"	"6.00"
"11626237"	"138.45"	"15.59"	"1.25"	"7.60"	"31.80"	"19.60"	"0.21"	"25.00"	"36.00"	"9.17"	"7.00"
"11626243"	"165.19"	"3.30"	"1.35"	"6.10"	"19.20"	"9.70"	"0.14"	"12.00"	"71.30"	"28.00"	"2.00"
"11626244"	"166.56"	"3.37"	"1.35"	"6.10"	"19.20"	"9.70"	"0.14"	"12.00"	"71.30"	"28.00"	"2.00"
"11626246"	"161.30"	"14.49"	"1.40"	"7.30"	"14.20"	"6.70"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11626248"	"155.39"	"14.14"	"1.40"	"7.30"	"14.20"	"6.70"	"0.11"	"10.00"	"66.60"	"28.00"	"2.00"
"11626250"	"141.47"	"18.82"	"1.23"	"7.20"	"36.70"	"27.20"	"0.24"	"25.00"	"24.00"	"9.00"	"13.50"
"11626250"	"142.54"	"18.20"	"1.23"	"7.20"	"36.70"	"27.20"	"0.24"	"25.00"	"24.00"	"9.00"	"13.50"
"11626250"	"143.37"	"18.94"	"1.23"	"7.20"	"36.70"	"27.20"	"0.24"	"25.00"	"24.00"	"9.00"	"13.50"
"11626250"	"143.80"	"19.99"	"1.23"	"7.20"	"36.70"	"27.20"	"0.24"	"25.00"	"24.00"	"9.00"	"13.50"
"11626250"	"179.35"	"17.87"	"1.23"	"7.20"	"36.70"	"27.20"	"0.24"	"25.00"	"24.00"	"9.00"	"13.50"
"11626260"	"169.15"	"13.43"	"1.35"	"7.20"	"20.00"	"10.40"	"0.10"	"13.00"	"66.90"	"28.00"	"2.00"
"11626267"	"135.10"	"3.92"	"1.50"	"6.50"	"28.90"	"13.90"	"0.21"	"17.50"	"43.00"	"9.00"	"2.50"
"11626270"	"136.84"	"5.26"	"1.43"	"6.50"	"31.90"	"19.30"	"0.21"	"24.50"	"38.80"	"9.00"	"4.50"
"11626272"	"168.82"	"5.04"	"1.43"	"6.70"	"23.20"	"14.70"	"0.18"	"16.00"	"65.10"	"28.00"	"4.00"
"11626276"	"145.26"	"4.55"	"1.50"	"6.50"	"32.10"	"19.10"	"0.20"	"22.00"	"41.10"	"9.00"	"4.50"
"11626278"	"142.15"	"6.28"	"1.40"	"6.70"	"30.70"	"17.20"	"0.21"	"22.50"	"39.80"	"9.00"	"4.00"
"11626294"	"172.14"	"5.76"	"1.43"	"6.50"	"29.70"	"16.00"	"0.21"	"21.00"	"41.60"	"9.00"	"3.50"
"11626321"	"154.87"	"11.74"	"1.35"	"7.20"	"20.00"	"10.40"	"0.10"	"13.00"	"66.90"	"28.00"	"2.00"
"11626333"	"137.67"	"5.59"	"1.43"	"6.70"	"29.60"	"15.50"	"0.19"	"21.00"	"41.60"	"9.00"	"3.00"
"11626335"	"151.77"	"3.26"	"1.53"	"6.50"	"21.10"	"12.20"	"0.11"	"14.00"	"66.80"	"28.00"	"2.50"
